Index,NGA,PolID,Time,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money
Middle Yellow River Valley (-3400),Middle Yellow River Valley,CnYngsh,-3400,4.09560288,2.761695291,2.511716905,1.8416941740000001,0.1,0.18,0.18,0.0,0.5
Latium (-3400),Latium,ItLatCA,-3400,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Sogdiana (-3400),Sogdiana,TjSaraz,-3400,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Upper Egypt (-3400),Upper Egypt,EgNaqa2,-3400,4.6989700039999995,4.2693276760000005,3.69526637,2.326862452,0.254545455,0.36666666700000006,0.483333333,0.1,3.0
Kachi Plain (-3400),Kachi Plain,PkChalc,-3400,4.521119108,2.809741812,3.4217101810000004,1.701790573,0.1,0.34166666700000003,0.0,0.0,1.8
Konya Plain (-3400),Konya Plain,TrClcLT,-3400,3.2545718339999996,1.954242509,3.526991862,2.2392063859999998,0.28,0.327272727,0.25,0.1,1.0
Middle Yellow River Valley (-3300),Middle Yellow River Valley,CnYngsh,-3300,4.09560288,2.761695291,2.511716905,1.8416941740000001,0.1,0.18,0.18,0.0,0.5
Upper Egypt (-3300),Upper Egypt,EgNaqa3,-3300,4.6989700039999995,3.9240658919999998,4.137324636000001,2.321322484,0.22727272699999998,0.39090909100000004,0.65,0.39167370700000004,3.0
Latium (-3300),Latium,ItLatCA,-3300,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Kachi Plain (-3300),Kachi Plain,PkChalc,-3300,4.521119108,2.809741812,3.4217101810000004,1.701790573,0.1,0.34166666700000003,0.0,0.0,1.8
Konya Plain (-3300),Konya Plain,TrClcLT,-3300,3.2545718339999996,1.954242509,3.526991862,2.2392063859999998,0.28,0.327272727,0.25,0.1,1.0
Susiana (-3300),Susiana,IrSusa2,-3300,4.363782491,4.096811828,3.698970004,3.583582935,0.571428571,0.68,0.98,0.95,2.7
Sogdiana (-3300),Sogdiana,TjSaraz,-3300,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Konya Plain (-3200),Konya Plain,TrClcLT,-3200,3.2545718339999996,1.954242509,3.526991862,2.2392063859999998,0.28,0.327272727,0.25,0.1,1.0
Middle Yellow River Valley (-3200),Middle Yellow River Valley,CnYngsh,-3200,4.09560288,2.761695291,2.511716905,1.8416941740000001,0.1,0.18,0.18,0.0,0.5
Upper Egypt (-3200),Upper Egypt,EgNaqa3,-3200,4.6989700039999995,3.9240658919999998,4.137324636000001,2.321322484,0.218181818,0.39090909100000004,0.65,0.50024518,3.0
Susiana (-3200),Susiana,IrSusa2,-3200,3.838849091,3.5972644189999996,3.5692627139999997,3.583582935,0.571428571,0.68,0.98,0.95,2.7
Latium (-3200),Latium,ItLatCA,-3200,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Paris Basin (-3200),Paris Basin,FrBeakr,-3200,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Sogdiana (-3200),Sogdiana,TjSaraz,-3200,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Kachi Plain (-3200),Kachi Plain,PkPreUr,-3200,3.958213834,2.395776466,3.394592687,2.1523330080000003,0.109090909,0.34166666700000003,0.0,0.0,1.8
Sogdiana (-3100),Sogdiana,TjSaraz,-3100,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Upper Egypt (-3100),Upper Egypt,EgDyn1*,-3100,6.016363423,5.014811943,4.019438989,4.1582527769999995,0.245454545,0.727272727,0.833333333,0.542857143,2.7
Middle Yellow River Valley (-3100),Middle Yellow River Valley,CnYngsh,-3100,4.09560288,2.761695291,2.511716905,1.8416941740000001,0.1,0.18,0.18,0.0,0.5
Konya Plain (-3100),Konya Plain,TrClcLT,-3100,3.2545718339999996,1.954242509,3.526991862,2.2392063859999998,0.28,0.327272727,0.25,0.1,1.0
Paris Basin (-3100),Paris Basin,FrBeakr,-3100,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Susiana (-3100),Susiana,IrSusa3,-3100,3.838849091,2.7129909210000003,3.5692627139999997,3.452586699,0.571428571,0.725,0.98,0.9,2.7
Kachi Plain (-3100),Kachi Plain,PkPreUr,-3100,3.958213834,2.395776466,3.394592687,2.1523330080000003,0.109090909,0.34166666700000003,0.0,0.0,1.8
Latium (-3100),Latium,ItLatCA,-3100,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Middle Yellow River Valley (-3000),Middle Yellow River Valley,CnLngsh,-3000,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Upper Egypt (-3000),Upper Egypt,EgDyn1*,-3000,6.016363423,5.014811943,4.019438989,4.1582527769999995,0.245454545,0.727272727,0.833333333,0.542857143,2.7
Sogdiana (-3000),Sogdiana,TjSaraz,-3000,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Susiana (-3000),Susiana,IrSusa3,-3000,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7
Kachi Plain (-3000),Kachi Plain,PkPreUr,-3000,3.958213834,2.395776466,3.394592687,2.1523330080000003,0.109090909,0.34166666700000003,0.0,0.0,1.8
Latium (-3000),Latium,ItLatCA,-3000,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Konya Plain (-3000),Konya Plain,TrBrzER,-3000,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Paris Basin (-3000),Paris Basin,FrBeakr,-3000,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Upper Egypt (-2900),Upper Egypt,EgDyn2*,-2900,6.069928312999999,5.0,4.029784862,3.85709698,0.254545455,0.727272727,0.816666667,0.7,2.7
Susiana (-2900),Susiana,IrSusa3,-2900,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7
Paris Basin (-2900),Paris Basin,FrBeakr,-2900,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Middle Yellow River Valley (-2900),Middle Yellow River Valley,CnLngsh,-2900,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Kachi Plain (-2900),Kachi Plain,PkPreUr,-2900,3.958213834,2.395776466,3.394592687,2.1523330080000003,0.109090909,0.34166666700000003,0.0,0.0,1.8
Sogdiana (-2900),Sogdiana,TjSaraz,-2900,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Latium (-2900),Latium,ItLatCA,-2900,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Konya Plain (-2900),Konya Plain,TrBrzER,-2900,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Middle Yellow River Valley (-2800),Middle Yellow River Valley,CnLngsh,-2800,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Susiana (-2800),Susiana,IrSusa3,-2800,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7
Upper Egypt (-2800),Upper Egypt,EgDyn2*,-2800,6.069928312999999,5.426511261,4.029784862,3.85709698,0.254545455,0.727272727,0.816666667,0.7,2.7
Latium (-2800),Latium,ItLatCA,-2800,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Paris Basin (-2800),Paris Basin,FrBeakr,-2800,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Sogdiana (-2800),Sogdiana,TjSaraz,-2800,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Kachi Plain (-2800),Kachi Plain,PkPreUr,-2800,3.958213834,2.395776466,3.394592687,2.1523330080000003,0.109090909,0.34166666700000003,0.0,0.0,1.8
Konya Plain (-2800),Konya Plain,TrBrzER,-2800,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Konya Plain (-2700),Konya Plain,TrBrzER,-2700,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Deccan (-2700),Deccan,InDecNL,-2700,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Upper Egypt (-2700),Upper Egypt,EgDyn2*,-2700,6.069928312999999,5.477121255,4.029784862,3.85709698,0.254545455,0.727272727,0.816666667,0.7,2.7
Middle Yellow River Valley (-2700),Middle Yellow River Valley,CnLngsh,-2700,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Latium (-2700),Latium,ItLatCA,-2700,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Sogdiana (-2700),Sogdiana,TjSaraz,-2700,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Kachi Plain (-2700),Kachi Plain,PkPreUr,-2700,3.958213834,2.395776466,3.394592687,2.1523330080000003,0.109090909,0.34166666700000003,0.0,0.0,1.8
Susiana (-2700),Susiana,IrSusa3,-2700,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7
Paris Basin (-2700),Paris Basin,FrBeakr,-2700,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Deccan (-2600),Deccan,InDecNL,-2600,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Middle Yellow River Valley (-2600),Middle Yellow River Valley,CnLngsh,-2600,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Kachi Plain (-2600),Kachi Plain,PkPreUr,-2600,3.958213834,2.395776466,3.394592687,2.1523330080000003,0.109090909,0.34166666700000003,0.0,0.0,1.8
Susiana (-2600),Susiana,IrAwanE,-2600,5.798349965,5.376242007999999,3.9651777630000002,3.035454997,0.5125,0.825,0.98,0.925,2.7
Konya Plain (-2600),Konya Plain,TrBrzER,-2600,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Paris Basin (-2600),Paris Basin,FrBeakr,-2600,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Sogdiana (-2600),Sogdiana,TjSaraz,-2600,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Upper Egypt (-2600),Upper Egypt,EgOldK1,-2600,6.140858337,5.463125716,4.6989700039999995,5.310936358,0.58,0.7416666670000001,0.833333333,0.95,2.7
Latium (-2600),Latium,ItLatCA,-2600,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Latium (-2500),Latium,ItLatCA,-2500,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Paris Basin (-2500),Paris Basin,FrBeakr,-2500,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Sogdiana (-2500),Sogdiana,TjSaraz,-2500,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Upper Egypt (-2500),Upper Egypt,EgOldK1,-2500,6.140858337,5.463125716,4.6989700039999995,5.310936358,0.58,0.7416666670000001,0.833333333,0.95,2.7
Deccan (-2500),Deccan,InDecNL,-2500,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Susiana (-2500),Susiana,IrAwanE,-2500,5.798349965,5.376242007999999,3.9651777630000002,3.035454997,0.5125,0.825,0.98,0.925,2.7
Konya Plain (-2500),Konya Plain,TrBrzER,-2500,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Kachi Plain (-2500),Kachi Plain,PkUrbn1,-2500,5.14463291,5.761204749,5.0,4.0,0.62,0.8666666670000001,0.75,0.6848000470000001,2.7
Middle Yellow River Valley (-2500),Middle Yellow River Valley,CnLngsh,-2500,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Kachi Plain (-2400),Kachi Plain,PkUrbn1,-2400,5.14463291,5.761204749,5.0,4.0,0.62,0.8666666670000001,0.75,0.6848000470000001,2.7
Susiana (-2400),Susiana,IrAwanE,-2400,5.798349965,5.376242007999999,3.9651777630000002,3.035454997,0.5125,0.825,0.98,0.925,2.7
Konya Plain (-2400),Konya Plain,TrBrzER,-2400,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Middle Yellow River Valley (-2400),Middle Yellow River Valley,CnLngsh,-2400,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Latium (-2400),Latium,ItLatCA,-2400,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Paris Basin (-2400),Paris Basin,FrBeakr,-2400,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Deccan (-2400),Deccan,InDecNL,-2400,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Sogdiana (-2400),Sogdiana,TjSaraz,-2400,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Upper Egypt (-2400),Upper Egypt,EgOldK1,-2400,6.140858337,5.463125716,4.6989700039999995,5.310936358,0.58,0.7416666670000001,0.833333333,0.95,2.7
Paris Basin (-2300),Paris Basin,FrBeakr,-2300,3.050055842,2.792899577,3.057676479,1.6523664040000001,0.1,0.35,0.1,0.1,2.7
Susiana (-2300),Susiana,IrAwanE,-2300,5.798349965,5.376242007999999,3.9651777630000002,3.035454997,0.5125,0.825,0.98,0.925,2.7
Upper Egypt (-2300),Upper Egypt,EgOldK2,-2300,6.176091259,5.19743168,4.507365033,5.10715283,0.67,0.666666667,0.833333333,0.8625,2.7
Konya Plain (-2300),Konya Plain,TrBrzER,-2300,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Kachi Plain (-2300),Kachi Plain,PkUrbn1,-2300,5.14463291,5.761204749,5.0,4.0,0.62,0.8666666670000001,0.75,0.6848000470000001,2.7
Sogdiana (-2300),Sogdiana,TjSaraz,-2300,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Deccan (-2300),Deccan,InDecNL,-2300,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Latium (-2300),Latium,ItLatCA,-2300,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Middle Yellow River Valley (-2300),Middle Yellow River Valley,CnLngsh,-2300,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Deccan (-2200),Deccan,InDecNL,-2200,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Susiana (-2200),Susiana,IqAkkad,-2200,6.20776289,4.9392688389999995,4.540313004,5.0351263610000005,0.71,0.966666667,0.833333333,0.985714286,3.0
Latium (-2200),Latium,ItLatCA,-2200,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Konya Plain (-2200),Konya Plain,TrBrzER,-2200,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Paris Basin (-2200),Paris Basin,FrAtlBA,-2200,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Middle Yellow River Valley (-2200),Middle Yellow River Valley,CnLngsh,-2200,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Upper Egypt (-2200),Upper Egypt,EgOldK2,-2200,6.176091259,5.19743168,4.507365033,5.10715283,0.67,0.666666667,0.833333333,0.8625,2.7
Sogdiana (-2200),Sogdiana,TjSaraz,-2200,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Kachi Plain (-2200),Kachi Plain,PkUrbn1,-2200,5.14463291,5.761204749,5.0,4.0,0.62,0.8666666670000001,0.75,0.6848000470000001,2.7
Paris Basin (-2100),Paris Basin,FrAtlBA,-2100,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Konya Plain (-2100),Konya Plain,TrBrzER,-2100,5.465397682000001,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
Middle Yellow River Valley (-2100),Middle Yellow River Valley,CnLngsh,-2100,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Sogdiana (-2100),Sogdiana,TjSaraz,-2100,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.39090909100000004,0.0,0.0,0.9
Latium (-2100),Latium,ItLatCA,-2100,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Susiana (-2100),Susiana,IqUrIII,-2100,5.304473403,3.844106937,4.106868443,4.950393893999999,1.0,1.0,1.0,1.0,3.0
Upper Egypt (-2100),Upper Egypt,EgRegns,-2100,5.5398283489999995,4.084517722,4.325393814,3.4728274760000004,0.78,0.7,0.816666667,0.9125,1.0
Kachi Plain (-2100),Kachi Plain,PkUrbn2,-2100,5.14463291,5.761204749,5.0,4.0,0.62,0.8666666670000001,0.75,0.6848000470000001,2.7
Deccan (-2100),Deccan,InDecNL,-2100,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Konya Plain (-2000),Konya Plain,TrBrzMD,-2000,4.895143011,4.309284982,3.958916644,2.946330783,0.36,0.7777777779999999,0.95,1.0,2.7
Paris Basin (-2000),Paris Basin,FrAtlBA,-2000,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Kachi Plain (-2000),Kachi Plain,PkUrbn2,-2000,5.14463291,5.761204749,5.0,4.0,0.62,0.8666666670000001,0.75,0.6848000470000001,2.7
Deccan (-2000),Deccan,InDecNL,-2000,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Upper Egypt (-2000),Upper Egypt,EgMidKg,-2000,6.368155105,5.376576957,4.477121255,4.755322347,0.7,0.7416666670000001,0.833333333,1.0,2.7
Latium (-2000),Latium,ItLatCA,-2000,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Sogdiana (-2000),Sogdiana,KzAndro,-2000,3.95888968,3.7077664439999998,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
Middle Yellow River Valley (-2000),Middle Yellow River Valley,CnLngsh,-2000,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Susiana (-2000),Susiana,IrShima,-2000,6.218782914,3.524403333,4.824632736,4.1073747030000005,0.9,0.925,0.8428571429999999,0.9,3.0
Konya Plain (-1900),Konya Plain,TrBrzMD,-1900,4.895143011,4.309284982,3.958916644,2.946330783,0.36,0.7777777779999999,0.95,1.0,2.7
Susiana (-1900),Susiana,IrSukkE,-1900,4.88707737,5.21742184,4.189298585,4.3662685560000005,0.92,0.957142857,0.98,0.9,3.0
Upper Egypt (-1900),Upper Egypt,EgMidKg,-1900,6.368155105,5.6159500520000005,4.477121255,4.755322347,0.7,0.7416666670000001,0.833333333,1.0,2.7
Paris Basin (-1900),Paris Basin,FrAtlBA,-1900,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Deccan (-1900),Deccan,InDecNL,-1900,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Sogdiana (-1900),Sogdiana,KzAndro,-1900,3.95888968,3.7077664439999998,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
Latium (-1900),Latium,ItLatCA,-1900,3.674633937,2.928588145,2.472720123,1.0,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Kachi Plain (-1900),Kachi Plain,PkUrbn2,-1900,5.14463291,5.761204749,5.0,4.0,0.62,0.8666666670000001,0.75,0.6848000470000001,2.7
Middle Yellow River Valley (-1900),Middle Yellow River Valley,CnLngsh,-1900,4.953136992,3.183079466,4.531166187,3.338896534,0.21666666699999998,0.6125,0.6333333329999999,0.816126756,2.7
Susiana (-1800),Susiana,IrSukkE,-1800,5.934107753999999,5.640592004,4.404323993999999,4.3662685560000005,0.92,0.957142857,0.98,0.9,3.0
Middle Yellow River Valley (-1800),Middle Yellow River Valley,CnErlit,-1800,3.7396930389999996,4.320551624,4.423140729,3.7060656880000002,0.5125,0.6,0.76,0.9,2.0
Kachi Plain (-1800),Kachi Plain,PkPostU,-1800,2.6996324410000003,2.730452451,2.937327556,1.6588371659999999,0.333333333,0.21,0.15,0.0,2.7
Sogdiana (-1800),Sogdiana,KzAndro,-1800,3.95888968,3.7077664439999998,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
Konya Plain (-1800),Konya Plain,TrBrzMD,-1800,4.895143011,4.309284982,3.958916644,2.946330783,0.36,0.7777777779999999,0.95,1.0,2.7
Latium (-1800),Latium,ItLatBA,-1800,2.425008025,2.804132386,1.2229218309999998,1.079413787,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Deccan (-1800),Deccan,InDecNL,-1800,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Paris Basin (-1800),Paris Basin,FrAtlBA,-1800,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Upper Egypt (-1800),Upper Egypt,EgMidKg,-1800,6.368155105,5.653212514,4.477121255,4.755322347,0.7,0.7416666670000001,0.833333333,1.0,2.7
Latium (-1700),Latium,ItLatBA,-1700,2.425008025,2.804132386,1.2229218309999998,1.079413787,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Middle Yellow River Valley (-1700),Middle Yellow River Valley,CnErlit,-1700,3.7396930389999996,4.320551624,4.423140729,3.7060656880000002,0.5125,0.6,0.76,0.9,2.0
Susiana (-1700),Susiana,IrSukkL,-1700,5.728528465,5.59879819,4.117069391999999,4.943877151000001,0.9,0.914285714,0.8428571429999999,0.9,2.7
Paris Basin (-1700),Paris Basin,FrAtlBA,-1700,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Konya Plain (-1700),Konya Plain,TrBrzMD,-1700,4.895143011,4.309284982,3.958916644,2.946330783,0.36,0.7777777779999999,0.95,1.0,2.7
Sogdiana (-1700),Sogdiana,KzAndro,-1700,3.95888968,3.7077664439999998,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
Deccan (-1700),Deccan,InDecNL,-1700,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Kachi Plain (-1700),Kachi Plain,PkPostU,-1700,2.6996324410000003,2.730452451,2.937327556,1.6588371659999999,0.333333333,0.21,0.15,0.0,2.7
Upper Egypt (-1700),Upper Egypt,EgThebH,-1700,5.4683782370000005,4.100261341,4.8112203739999995,5.417666089,0.645454545,0.65,0.833333333,0.98,2.7
Upper Egypt (-1600),Upper Egypt,EgThebH,-1600,5.4683782370000005,4.100261341,4.8112203739999995,5.417666089,0.645454545,0.65,0.833333333,0.98,2.7
Sogdiana (-1600),Sogdiana,KzAndro,-1600,3.95888968,3.7077664439999998,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
Paris Basin (-1600),Paris Basin,FrAtlBA,-1600,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Susiana (-1600),Susiana,IrSukkL,-1600,5.101972599,3.482923215,4.120255436,4.943877151000001,0.9,0.914285714,0.8428571429999999,0.9,2.7
Deccan (-1600),Deccan,InDecNL,-1600,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Latium (-1600),Latium,ItLatBA,-1600,2.425008025,2.804132386,1.2229218309999998,1.079413787,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Middle Yellow River Valley (-1600),Middle Yellow River Valley,CnErlig,-1600,6.371715316,5.564220259,5.964289906,3.6275825310000003,0.3875,0.685714286,0.7,0.9,1.8
Konya Plain (-1600),Konya Plain,TrHatOK,-1600,6.016334342,4.802041988,4.047458936,4.280181205,0.875,0.7666666670000001,0.7142857140000001,0.833333333,3.0
Kachi Plain (-1600),Kachi Plain,PkPostU,-1600,2.6996324410000003,2.730452451,2.937327556,1.6588371659999999,0.333333333,0.21,0.15,0.0,2.7
Deccan (-1500),Deccan,InDecNL,-1500,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Paris Basin (-1500),Paris Basin,FrAtlBA,-1500,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Middle Yellow River Valley (-1500),Middle Yellow River Valley,CnErlig,-1500,6.371715316,5.564220259,5.964289906,3.6275825310000003,0.3875,0.685714286,0.7,0.9,1.8
Kachi Plain (-1500),Kachi Plain,PkPostU,-1500,2.6996324410000003,2.730452451,2.937327556,1.6588371659999999,0.333333333,0.21,0.15,0.0,2.7
Upper Egypt (-1500),Upper Egypt,EgNKThu,-1500,6.5250448070000004,5.812913357,4.77815125,5.789788842999999,0.790909091,0.75,0.833333333,0.9875,2.7
Latium (-1500),Latium,ItLatBA,-1500,2.425008025,2.804132386,1.2229218309999998,1.079413787,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Susiana (-1500),Susiana,IrMElm1,-1500,6.195363746,5.399201741000001,4.038163456,5.290091159,0.92,0.916666667,0.8428571429999999,1.0,1.0
Konya Plain (-1500),Konya Plain,TrBrzL2,-1500,5.523646942999999,5.191379083999999,4.199544712,4.333333333,0.8625,0.79,0.8,0.966666667,3.0
Sogdiana (-1500),Sogdiana,KzAndro,-1500,3.95888968,3.7077664439999998,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
Middle Yellow River Valley (-1400),Middle Yellow River Valley,CnErlig,-1400,6.371715316,5.564220259,5.964289906,3.6275825310000003,0.3875,0.685714286,0.7,0.9,1.8
Upper Egypt (-1400),Upper Egypt,EgNKThu,-1400,6.5250448070000004,5.954242509,4.9030899869999995,5.789788842999999,0.790909091,0.75,0.833333333,0.9875,2.7
Latium (-1400),Latium,ItLatBA,-1400,2.425008025,2.804132386,1.2229218309999998,1.079413787,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Konya Plain (-1400),Konya Plain,TrBrzL2,-1400,5.523646942999999,4.723020072,4.199544712,4.333333333,0.8625,0.79,0.8,0.966666667,3.0
